Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
Wire rope U clamp (8 mm),9954,584,Raw Material,Wire Rope U Clamp (8 Mm) used in industrial plant operations. Category: Electrical.,Havells,India,ELE-Y6RK,82080.4,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,236,5,47,23
ELECTRONIC DEVICE,9954,585,Heavy Duty Valves,Electronic Device used in industrial plant operations. Category: Electrical.,Havells,India,ELE-XQJ4,30042.71,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,446,10,89,15
SEMI CARBONATED MANGANESE ORE 32%-34%,9954,586,CNC Machined Parts,Semi Carbonated Manganese Ore 32%-34% used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-NNLZ,15860.1,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,150,1,30,30
THERMOCOUPLE SENSOR WIRE 0.5SQMM X 2CORE,9954,587,Raw Material - Steel,Thermocouple Sensor Wire 0.5Sqmm X 2Core used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-Z1BW,74609.75,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,407,2,81,23
"THERMOCOUPLE 0 TO 1600℃ LENGTH 6""",9954,588,Laptops & Computting,"Thermocouple 0 To 1600℃ Length 6"" used in industrial plant operations. Category: Electrical.",Polycab,India,ELE-MXXZ,108195.07,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,331,1,66,28
SINGLE PHASE L.D.R 220VOLT,9954,589,Store & Consumables,Single Phase L.D.R 220Volt used in industrial plant operations. Category: General.,Generic,India,GEN-LQV0,4688.64,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,177,50,50,16
HEAT RESISTANT OIL PAINT,9954,590,Raw Material,Heat Resistant Oil Paint used in industrial plant operations. Category: Construction.,SAIL,India,CON-G25N,100608.06,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,435,2,87,14
1.5 SQMM X 4 CORE MULTI STRAND COPPER ARMOURED CABLE,9954,591,Heavy Duty Valves,1.5 Sqmm X 4 Core Multi Strand Copper Armoured Cable used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-88L5,120674.03,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,48,2,10,26
1.5 SQMM X 2 CORE MULTI STRAND COPPER ARMOURED CABLE,9954,592,CNC Machined Parts,1.5 Sqmm X 2 Core Multi Strand Copper Armoured Cable used in industrial plant operations. Category: Electrical.,ABB,India,ELE-5098,120727.23,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,56,10,11,14
CURRENT TRANSFORMER L.T 1600/5A,9954,593,Raw Material - Steel,Current Transformer L.T 1600/5A used in industrial plant operations. Category: Electrical.,Havells,India,ELE-URYY,87767.1,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,65,50,50,17
DIGITAL R.L.C METER,9954,594,Laptops & Computting,Digital R.L.C Meter used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-A6V7,33360.81,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,335,10,67,28
POWER SUPPLY 12V 5A,9954,595,Store & Consumables,Power Supply 12V 5A used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-LPE8,45793.81,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,69,1,14,17
SS WASHER ID-12MM OD-40MM THICK-2.5MM,9954,596,Raw Material,Ss Washer Id-12Mm Od-40Mm Thick-2.5Mm used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-ERY1,70953.46,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,310,50,62,25
DOOR HINGE 6'',9954,597,Heavy Duty Valves,Door Hinge 6'' used in industrial plant operations. Category: General.,OEM,India,GEN-6Y4W,46964.84,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,26,50,50,15
SPRING ROD DIA 25MM ID-85MM OD-135MM LENGTH-275MM,9954,598,CNC Machined Parts,Spring Rod Dia 25Mm Id-85Mm Od-135Mm Length-275Mm used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-R85D,51457.45,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,41,10,10,18
Silico manganese,9954,599,Raw Material - Steel,Silico Manganese used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-884D,109992.38,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,35,5,7,24
Ferro manganese,9954,600,Laptops & Computting,Ferro Manganese used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-2G4U,295259.63,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,178,2,36,33
Ferro silicon,9954,601,Store & Consumables,Ferro Silicon used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-A5EE,129073.83,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,66,50,50,34
Ferro chrome,9954,602,Raw Material,Ferro Chrome used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-EN2W,12811.64,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,36,2,7,32
Medium Carbon Ferro Manganese,9954,603,Heavy Duty Valves,Medium Carbon Ferro Manganese used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-T1S2,259052.79,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,241,25,48,24
COAL TAR (ALKATRA),9954,604,CNC Machined Parts,Coal Tar (Alkatra) used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-B25T,231731.05,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,41,10,10,34
HIGH CARBON FERRO MANGANESE 10+,9954,605,Raw Material - Steel,High Carbon Ferro Manganese 10+ used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-QD0R,450137.05,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,321,2,64,22
HIGH CARBON SILICO MANGANESE 10+,9954,606,Laptops & Computting,High Carbon Silico Manganese 10+ used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-KXUM,497340.74,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,242,25,48,30
MOUSE PAD,9954,607,Store & Consumables,Mouse Pad used in industrial plant operations. Category: Office.,Samsung,India,OFC-DZ4Y,61540.12,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,230,10,46,21
ISO Consultancy Charges,9954,608,Raw Material,Iso Consultancy Charges used in industrial plant operations. Category: Service.,Contracted,India,SVC-Q4P0,15971.14,INR (₹),Construction Material,Building Hardware,Service,Nos,0,1,1,11
PAINT WORK,9954,609,Heavy Duty Valves,Paint Work used in industrial plant operations. Category: Service.,Third Party,India,SVC-NF7C,41672.71,INR (₹),Construction Material,Bitumen & Ashphalt,Service,Nos,0,1,1,7
PAINT WORK,9954,610,CNC Machined Parts,Paint Work used in industrial plant operations. Category: Service.,In-House,India,SVC-1NEC,47852.92,INR (₹),Construction Material,Bricks & Blocks,Service,Nos,0,1,1,6
Hydra Rental Charges,9954,611,Raw Material - Steel,Hydra Rental Charges used in industrial plant operations. Category: Service.,In-House,India,SVC-P57Q,45834.26,INR (₹),Construction Material,Bitumen & Ashphalt,Service,Nos,0,1,1,5
Structure Painting Cleaning -Rubbing+2 coat Paint,9954,612,Laptops & Computting,Structure Painting Cleaning -Rubbing+2 Coat Paint used in industrial plant operations. Category: Service.,Third Party,India,SVC-MVHY,11600.12,INR (₹),Construction Material,Bitumen & Ashphalt,Service,Nos,0,1,1,6
APC house bag shade construction,9954,613,Store & Consumables,Apc House Bag Shade Construction used in industrial plant operations. Category: General.,Local,India,GEN-DKHQ,28136.09,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,324,50,65,20
USED SPARES,9954,614,Raw Material,Used Spares used in industrial plant operations. Category: General.,Generic,India,GEN-WYZA,13808.87,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,481,5,96,15
USED TRANSFORMER OIL,9954,615,Heavy Duty Valves,Used Transformer Oil used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-GEYC,111197.17,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,56,50,50,22
BRAKE LINER SHEET 10 MM W-100MM,9954,616,CNC Machined Parts,Brake Liner Sheet 10 Mm W-100Mm used in industrial plant operations. Category: Construction.,SAIL,India,CON-NRFL,65214.39,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Nos,315,1,63,24
BRAKE LINER SHEET 8 MM W-100MM,9954,617,Raw Material - Steel,Brake Liner Sheet 8 Mm W-100Mm used in industrial plant operations. Category: Construction.,Tata Steel,India,CON-F1BC,88901.04,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,258,25,52,17
ALUMINIUM RIVET 6 X 30MM,9954,618,Laptops & Computting,Aluminium Rivet 6 X 30Mm used in industrial plant operations. Category: Mechanical.,Wendt,India,MCH-K1DQ,21315.16,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,279,50,56,18
ALUMINIUM RIVET 5 X 40MM,9954,619,Store & Consumables,Aluminium Rivet 5 X 40Mm used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-H9BG,70904.77,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,401,5,80,18
ANABOND 612,9954,620,Raw Material,Anabond 612 used in industrial plant operations. Category: Construction.,RINL,India,CON-ESQE,106750.18,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,266,25,53,23
TYRE SLD BLK 28X9X15 15PLY,9954,621,Heavy Duty Valves,Tyre Sld Blk 28X9X15 15Ply used in industrial plant operations. Category: Construction.,Vizag,India,CON-3C5B,4238.94,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,451,5,90,19
SOLID TYRE 23 6.50-10 GX1.5/3,9954,622,CNC Machined Parts,Solid Tyre 23 6.50-10 Gx1.5/3 used in industrial plant operations. Category: Construction.,JSW,India,CON-V0QD,4660.88,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,97,25,25,17
O RING ID-205MM,9954,623,Raw Material - Steel,O Ring Id-205Mm used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-7C4J,44206.46,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,212,5,42,25
6 SQMM X 4 CORE COPPER ARMOURED CABLE,9954,624,Laptops & Computting,6 Sqmm X 4 Core Copper Armoured Cable used in industrial plant operations. Category: Electrical.,Havells,India,ELE-H2CX,79684.6,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,473,5,95,19
"LED/IPS Monitor 18""/19""",9954,625,Store & Consumables,"Led/Ips Monitor 18""/19"" used in industrial plant operations. Category: Electrical.",Finolex,India,ELE-8XFD,38544.04,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,318,2,64,26
"LED/IPS Monitor 22""",9954,626,Raw Material,"Led/Ips Monitor 22"" used in industrial plant operations. Category: Electrical.",Polycab,India,ELE-YG2S,113215.98,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,358,25,72,24
POLLUTION FILTER BAG,9954,627,Heavy Duty Valves,Pollution Filter Bag used in industrial plant operations. Category: General.,Local,India,GEN-5XFC,22221.96,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,417,5,83,19
SS WIRE MESH -0.03 SQMM W-1000MM(DONT USE),9954,628,CNC Machined Parts,Ss Wire Mesh -0.03 Sqmm W-1000Mm(Dont Use) used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-MCRB,55436.89,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,49,50,50,27
"MS JUBILEE CLAMP 1.5""",9954,629,Raw Material - Steel,"Ms Jubilee Clamp 1.5"" used in industrial plant operations. Category: Mechanical.",SKF,India,MCH-WTRU,59407.15,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,240,25,48,24
NOTICE BOARD,9954,630,Laptops & Computting,Notice Board used in industrial plant operations. Category: Office.,HP,India,OFC-LSFC,8369.8,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,375,1,75,15
WHITE BOARD,9954,631,Store & Consumables,White Board used in industrial plant operations. Category: Office.,Luxor,India,OFC-FJQQ,41867.57,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,196,5,39,21
PVC BUCKET,9954,632,Raw Material,Pvc Bucket used in industrial plant operations. Category: Office.,Lenovo,India,OFC-P2ZB,50507.84,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,43,5,9,8
PVC MUG,9954,633,Heavy Duty Valves,Pvc Mug used in industrial plant operations. Category: Office.,Generic,India,OFC-ZK0Y,72516.78,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,180,1,36,16
PIPETTE RUBBER BULB,9954,634,CNC Machined Parts,Pipette Rubber Bulb used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-EM8Z,29457.65,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,168,25,34,20
SSD 256 GB,9954,635,Raw Material - Steel,Ssd 256 Gb used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-23Y4,110868.45,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,340,50,68,20
MANGANESE ORE 40%-42% GABON,9954,636,Laptops & Computting,Manganese Ore 40%-42% Gabon used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-NNGH,474095.79,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,108,2,22,23
Carbonate Ore 40%-42%,9954,637,Store & Consumables,Carbonate Ore 40%-42% used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-C4D2,418384.31,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,348,5,70,35
CONTACTOR 3TF49 110V,9954,638,Raw Material,Contactor 3Tf49 110V used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-XWFG,103988.28,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,379,10,76,14
OVER LOAD RELAY BASE 3UX1425 (SIEMENS),9954,639,Heavy Duty Valves,Over Load Relay Base 3Ux1425 (Siemens) used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-N08W,112908.2,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,129,25,26,17
ADD ON BLOCK 3TX4001-2A NC,9954,640,CNC Machined Parts,Add On Block 3Tx4001-2A Nc used in industrial plant operations. Category: General.,Local,India,GEN-826G,33979.68,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,235,10,47,22
ADD ON BLOCK 3TX4010-2A NO,9954,641,Raw Material - Steel,Add On Block 3Tx4010-2A No used in industrial plant operations. Category: General.,Local,India,GEN-2TQF,10144.95,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,80,5,16,10
FL SWITCH 1005 N,9954,642,Laptops & Computting,Fl Switch 1005 N used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-SN70,77483.23,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,155,1,31,26
SKF BEARING 206,9954,643,Store & Consumables,Skf Bearing 206 used in industrial plant operations. Category: Electrical.,ABB,India,ELE-K6FQ,141972.71,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,428,10,86,28
PINION SHAFT 12 TEETH HELICAL,9954,644,Raw Material,Pinion Shaft 12 Teeth Helical used in industrial plant operations. Category: Mechanical.,Kirloskar,India,MCH-7QPN,29023.84,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,201,2,40,14
"12.5"" SHAFT WITH SLOT",9954,645,Heavy Duty Valves,"12.5"" Shaft With Slot used in industrial plant operations. Category: Mechanical.",Kirloskar,India,MCH-74Y2,10406.21,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,479,10,96,25
MOTOR COVER,9954,646,CNC Machined Parts,Motor Cover used in industrial plant operations. Category: Electrical.,Polycab,India,ELE-EZRA,12068.02,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,120,2,24,22
MS LONG BEND OD-32MM,9954,647,Raw Material - Steel,Ms Long Bend Od-32Mm used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-WQ2J,9226.44,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,224,50,50,26
WELDING HOSE NIPPLE OD-32MM X 100MM,9954,648,Laptops & Computting,Welding Hose Nipple Od-32Mm X 100Mm used in industrial plant operations. Category: Mechanical.,Sandvik,India,MCH-RD6W,1331.01,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,377,2,75,18
Metal Box,9954,649,Store & Consumables,Metal Box used in industrial plant operations. Category: General.,Standard,India,GEN-AMVG,33477.1,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,194,1,39,18
SS WIRE MESH -0.03 SQMM W-1000MM,9954,650,Raw Material,Ss Wire Mesh -0.03 Sqmm W-1000Mm used in industrial plant operations. Category: Electrical.,L&T,India,ELE-T9UP,70626.23,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,201,5,40,25
400 SQMM X 3 CORE H.T XLPE ALUMINIUM ARMOURED CABLE 33 KV,9954,651,Heavy Duty Valves,400 Sqmm X 3 Core H.T Xlpe Aluminium Armoured Cable 33 Kv used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-NCJY,15728.85,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,78,1,16,19
